,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,x,y,z
10,0.001949998,0.003146994,0.003262466,0.005083172,0.007599973,0.010929694,0.011359118,0.014018931,0.014942257,0.026112281,0.024631135,0.021670992,0.023156168,0.030050253,0.030311196,0.026735238,0.022628382,0.031401491,0.023521123,0.024649711,0.015686612,0.017242788,0.013811173,0.00985255,0.00609521,0.003980245,0.002840972,0.002216462,0.001825302,0.00130356,0.000552753,0.000512386,0.000256374,0.00014956,0.00006784,0.0000467,0.000025,0.0000117,0.00000656,0.000003864,10,0,0.001949998
11,0.002163624,0.003523298,0.005109895,0.004800283,0.006571984,0.013112965,0.014122655,0.015960227,0.023798684,0.020516226,0.029535086,0.03965827,0.035929428,0.034156561,0.042843914,0.031069538,0.041387517,0.042498472,0.025910809,0.034534618,0.024845021,0.025007489,0.015284961,0.01075792,0.012414224,0.009279042,0.006177058,0.003962229,0.00217302,0.001990142,0.001053743,0.000809785,0.000449723,0.000293623,0.000169326,0.0000862,0.0000376,0.00002728,0.00001152,0.000007007,11,0,0.002163624
12,0.002291062,0.00347957,0.003850874,0.006747852,0.006836005,0.009251782,0.013686251,0.015542542,0.02170442,0.026176121,0.034080301,0.034919667,0.047209342,0.055348738,0.048161631,0.039088537,0.057793957,0.036899158,0.051501101,0.031039704,0.040896361,0.031993037,0.019292818,0.01748536,0.012165556,0.011564728,0.009399507,0.00552097,0.004278749,0.002319714,0.002291062,0.000977102,0.000683236,0.000550138,0.000295888,0.000184012,0.00010188,0.00005484,0.00001912,0.00000968,12,0,0.002291062
13,0.002140003,0.00303127,0.004551001,0.006638544,0.007697897,0.012955531,0.012605758,0.016385848,0.028454773,0.034915811,0.03027401,0.043834294,0.049332326,0.05933697,0.051577441,0.059154177,0.053392416,0.052025317,0.065670779,0.045303905,0.049484768,0.046873712,0.029658103,0.032412938,0.025812984,0.014979689,0.012512588,0.008225456,0.005188734,0.004472072,0.003295509,0.002339998,0.001479802,0.000681925,0.000361858,0.000314825,0.000177415,0.00006472,0.00004741,0.00002453,13,0,0.002140003
14,0.001282366,0.002520176,0.003849666,0.00514211,0.007414821,0.011542529,0.014140665,0.02493552,0.032041424,0.040002644,0.036392374,0.047655366,0.065481786,0.060708604,0.065621287,0.068916428,0.077352968,0.076687051,0.08058221,0.062844898,0.045714674,0.050482956,0.038998683,0.039750839,0.029280824,0.025356494,0.017631662,0.0157237,0.008514905,0.005973476,0.00361914,0.003295509,0.001927647,0.001084555,0.000658743,0.000475133,0.000297191,0.000137965,0.00008964,0.00004323,14,0,0.001282366
15,0.00166381,0.002661475,0.003447016,0.004684588,0.007636566,0.013062673,0.018091238,0.022315132,0.031826677,0.040427611,0.045736173,0.049856406,0.052275816,0.072322239,0.07953829,0.08498928,0.064170123,0.097091023,0.071363938,0.090602363,0.076834536,0.062784553,0.060313987,0.037219574,0.03068393,0.036865943,0.023908411,0.016269844,0.014608553,0.00853128,0.005916364,0.003986384,0.00347957,0.00221318,0.001367702,0.000684335,0.000399218,0.000248903,9.96864E-05,0.00008004,15,0,0.00166381
16,0.001384891,0.002253948,0.00356415,0.00501953,0.005449283,0.009878978,0.016704726,0.020964303,0.030421607,0.036040454,0.041141277,0.045173525,0.059496129,0.054816266,0.084338607,0.100025971,0.088046651,0.072288242,0.099110282,0.104746409,0.09859492,0.06011214,0.080119066,0.04611164,0.043512352,0.043340681,0.031197483,0.028800553,0.016145283,0.010422219,0.008273005,0.006931825,0.003777592,0.00325953,0.001707884,0.000939008,0.000495414,0.000285695,0.000220102,0.000130712,16,0,0.001384891
17,0.000739515,0.001377648,0.002216462,0.004234633,0.004677374,0.006901993,0.009895336,0.017229793,0.027982361,0.027596384,0.031339332,0.043763884,0.064509423,0.082461714,0.086057348,0.095190945,0.102302639,0.10682221,0.078816492,0.0971111,0.111602879,0.086537223,0.078233953,0.068718095,0.052780437,0.03890123,0.031339332,0.030662649,0.018654907,0.017229793,0.009895336,0.006901993,0.004677374,0.003079733,0.002955282,0.001377648,0.001016833,0.000650854,0.000371033,0.00015413,17,0,0.000739515
18,0.00064126,0.001200439,0.00235805,0.002812741,0.004829321,0.007250508,0.012691577,0.016488321,0.016512266,0.03313709,0.028715942,0.054399865,0.061189412,0.05305473,0.076818915,0.086454128,0.103987111,0.100431843,0.093300092,0.114362567,0.10130395,0.115087012,0.105859178,0.070953775,0.082145447,0.046200322,0.037868778,0.0301579,0.026251671,0.024120925,0.019219979,0.013639762,0.009404683,0.004725267,0.004100809,0.001728886,0.001327846,0.000871958,0.000459771,0.000233188,18,0,0.00064126
19,0.000634189,0.000996525,0.001810584,0.002441534,0.003454729,0.005863591,0.010442891,0.012548701,0.015822828,0.028717669,0.031650297,0.048803663,0.05585226,0.067748732,0.087103111,0.066492072,0.092467871,0.07996047,0.115466514,0.096397865,0.127423992,0.092053657,0.105293926,0.069629974,0.084582023,0.066000624,0.055042001,0.053518651,0.035110509,0.02148443,0.019957866,0.017292553,0.008087516,0.007579641,0.003650567,0.002936082,0.002202576,0.001337814,0.000723696,0.00037722,19,0,0.000634189
20,0.00037722,0.000657905,0.001114845,0.001468384,0.002348866,0.003650567,0.005512466,0.009098456,0.015851507,0.023949439,0.032226646,0.031599458,0.044598876,0.055042001,0.072600686,0.092271298,0.087037468,0.095721751,0.102281841,0.084949328,0.128530487,0.083975646,0.099950588,0.110961445,0.074803581,0.058068741,0.067748732,0.060929738,0.036602747,0.034815327,0.028717669,0.021097104,0.012548701,0.00957265,0.00644995,0.00307087,0.002197381,0.001357938,0.000905932,0.000634189,20,0,0.00037722
21,0.000207278,0.000551725,0.00071342,0.001327846,0.002161107,0.003417341,0.005775327,0.009404683,0.009093174,0.016016649,0.017542491,0.035002228,0.04523685,0.056803166,0.046200322,0.082145447,0.070953775,0.088215982,0.086315259,0.08104316,0.083172776,0.114033446,0.100431843,0.094533737,0.086454128,0.076818915,0.072950253,0.066752086,0.045333221,0.028715942,0.027614242,0.016512266,0.013490445,0.008461051,0.007250508,0.004346389,0.003437795,0.00235805,0.001440527,0.000570009,21,0,0.000207278
22,0.000188381,0.000371033,0.000433902,0.001016833,0.00153072,0.002955282,0.003464699,0.00701606,0.00949024,0.014843004,0.020675752,0.018654907,0.030662649,0.047008998,0.058351846,0.070373916,0.054974476,0.062587162,0.103844668,0.111602879,0.07768888,0.098520615,0.11653332,0.093002399,0.069229778,0.070410558,0.054974476,0.064509423,0.053489192,0.047008998,0.036795179,0.025650497,0.018952772,0.013606087,0.006901993,0.005846717,0.003849666,0.002955282,0.00153072,0.001016833,22,0,0.000188381
23,8.71416E-05,0.000180084,0.000392831,0.00074312,0.000834674,0.001366307,0.00325953,0.004617056,0.006931825,0.009192228,0.010422219,0.016145283,0.026400507,0.03743698,0.043340681,0.05801647,0.051875595,0.066765888,0.082654193,0.07394619,0.104746409,0.099110282,0.108432362,0.105655981,0.083354976,0.092005753,0.054816266,0.059496129,0.045173525,0.032913022,0.026211239,0.020281071,0.020964303,0.015312666,0.00889108,0.008173925,0.004563209,0.003267138,0.001690461,0.001269484,23,0,8.71416E-05
24,0.00005336,9.96864E-05,0.00027153,0.000479062,0.000615902,0.000911802,0.00221318,0.003189606,0.003543453,0.006573738,0.01042712,0.010624402,0.018077604,0.028690093,0.027649457,0.046025896,0.055829362,0.043864718,0.050227642,0.055879662,0.083052166,0.079293264,0.072818267,0.072191389,0.092715578,0.086769043,0.078896988,0.063892664,0.059827687,0.037420505,0.037058644,0.026522231,0.020286484,0.012060826,0.013062673,0.006872909,0.004684588,0.003447016,0.002661475,0.001109206,24,0,0.00005336
25,0.00004716,0.0000747,0.000165558,0.000222893,0.000345551,0.000658743,0.001446073,0.001542118,0.002995917,0.004071533,0.005309756,0.010407106,0.011792775,0.021157994,0.020746222,0.029280824,0.039750839,0.034665496,0.040386365,0.062857676,0.056560408,0.053721474,0.076687051,0.07032088,0.075808071,0.059059158,0.060708604,0.065481786,0.057186439,0.036392374,0.033335537,0.032041424,0.02493552,0.017283035,0.011542529,0.006590952,0.006856147,0.004619599,0.002268158,0.001442662,25,0,0.00004716
26,0.00002007,0.00004741,0.00007281,0.000162631,0.000314825,0.000452323,0.000833463,0.000986534,0.001754998,0.002696325,0.004472072,0.005188734,0.010967275,0.015015106,0.014979689,0.019359738,0.021608626,0.039544138,0.04296757,0.040487538,0.055371439,0.049253084,0.06936709,0.047459926,0.053238759,0.045846614,0.04315416,0.049332326,0.035067435,0.041626764,0.025393317,0.02069438,0.018434079,0.018908636,0.014133306,0.006842575,0.00603504,0.004551001,0.0027557,0.001783336,26,0,0.00002007
27,0.00001089,0.0000239,0.00005027,0.00007641,0.000168677,0.00024209,0.000366758,0.000607321,0.000977102,0.002291062,0.003189606,0.003850874,0.006134411,0.009399507,0.011564728,0.018248334,0.023313814,0.028939226,0.026176121,0.030672271,0.034919667,0.047209342,0.046123948,0.048161631,0.053746738,0.038529305,0.055348738,0.051501101,0.034919667,0.037488331,0.031993037,0.028939226,0.015542542,0.018248334,0.013877674,0.006836005,0.004907529,0.004706624,0.002319714,0.001527374,27,0,0.00001089
28,0.000007007,0.00001536,0.00002976,0.0000517,0.00006896,0.000123146,0.00026693,0.000449723,0.000736168,0.001287909,0.001990142,0.002444648,0.003962229,0.005615507,0.008505789,0.009310668,0.01210266,0.018681619,0.022923531,0.024845021,0.028778848,0.025910809,0.031873854,0.037625015,0.038836922,0.03115921,0.030361387,0.032336485,0.033048558,0.035442103,0.023080755,0.017308134,0.019506944,0.015534921,0.008741977,0.006571984,0.006000354,0.003406597,0.003523298,0.002163624,28,0,0.000007007
29,0.000003542,0.000007216,0.000013,0.00003,0.00005137,0.00006784,0.000134604,0.000205099,0.000426988,0.000760035,0.00086904,0.001825302,0.001970188,0.003196094,0.003980245,0.006772455,0.007165491,0.013811173,0.011495192,0.019172526,0.020541426,0.025873235,0.020934327,0.031114026,0.026735238,0.036373435,0.027045228,0.026050689,0.021670992,0.019704908,0.019584211,0.020545603,0.012461272,0.011359118,0.009936085,0.009119968,0.004518375,0.004485891,0.003433085,0.001559998,29,0,0.000003542
30,0.000001248,0.000002592,0.000007183,0.00001408,0.00002916,0.0000449,0.00006448,0.000140642,0.000238323,0.000431611,0.000564888,0.000975487,0.001473015,0.002377218,0.003388611,0.003839792,0.006889159,0.007505648,0.008580597,0.012943091,0.014109094,0.014793774,0.020466804,0.018416379,0.024051509,0.018159799,0.02518655,0.024683524,0.025639981,0.023720465,0.019544459,0.017068533,0.014482791,0.009768811,0.010432864,0.006089357,0.005115864,0.003006649,0.002950819,0.001860333,30,0,0.000001248
31,6.588E-07,0.000001694,0.000003792,0.00000756,0.0000122,0.00002748,0.00004598,0.00008162,0.000102404,0.000235865,0.000314082,0.000441471,0.000932611,0.001265572,0.002019028,0.00310368,0.003540995,0.005181209,0.004869957,0.006879515,0.007460518,0.009948756,0.014003923,0.015669819,0.013938358,0.014722885,0.020146355,0.01339225,0.017839724,0.013738944,0.016752938,0.012404869,0.012851072,0.007186172,0.007320498,0.006955661,0.004013282,0.003999649,0.002178464,0.001366307,31,0,6.588E-07
32,2.961E-07,7.777E-07,0.00000147,0.000003289,0.000006468,0.00001008,0.0000209,0.00003016,0.00007282,0.000090208,0.000205393,0.000240328,0.000422632,0.000713196,0.001262882,0.001659702,0.001681384,0.002560015,0.003740302,0.005734267,0.005338421,0.008584375,0.010058873,0.008588844,0.00844481,0.01134465,0.013030423,0.010815998,0.013030423,0.010210185,0.011611614,0.007634528,0.010058873,0.008584375,0.004745263,0.005734267,0.004114332,0.003128907,0.00210173,0.001659702,32,0,2.961E-07
33,1.287E-07,2.488E-07,7.932E-07,0.00000136,0.000002184,0.000004248,0.000012,0.00001472,0.00003948,0.00005139,0.00007688,0.000188846,0.000200232,0.000348085,0.000580664,0.000762313,0.001080395,0.001487701,0.00176921,0.002299743,0.004356665,0.005345904,0.004248938,0.005536904,0.008308513,0.006056659,0.009651816,0.007472027,0.009991457,0.007301721,0.008448782,0.007771347,0.007576534,0.006578696,0.004162496,0.003032757,0.002415224,0.002569588,0.001931747,0.001282709,33,0,1.287E-07
34,5.346E-08,0.000000132,0.000000342,5.382E-07,0.000001464,0.000002169,0.00000464,0.000010404,0.00001413,0.00002224,0.0000476,0.0000793,0.000115537,0.000242197,0.000308304,0.000366054,0.000659803,0.001109273,0.001006638,0.001996985,0.00213839,0.002402737,0.003238353,0.004198178,0.004370143,0.005834287,0.006306412,0.006071162,0.005631715,0.004466586,0.005377919,0.006039592,0.005491655,0.004447274,0.004164329,0.002315261,0.002344983,0.002030699,0.001129638,0.000944436,34,0,5.346E-08
35,2.38E-08,5.929E-08,9.44E-08,0.000000253,4.192E-07,0.00000105,0.000001854,0.000003537,0.000007975,0.0000104,0.00001816,0.00004235,0.00005706,0.000111491,0.000157524,0.000214079,0.00034898,0.000497454,0.000826742,0.000927062,0.001454432,0.001847483,0.002280083,0.001822691,0.003185237,0.003305019,0.003304348,0.004236965,0.0036656,0.002957945,0.003261227,0.003450329,0.003830428,0.002869162,0.003006829,0.00191349,0.002103316,0.001123146,0.001311095,0.000660896,35,0,2.38E-08
36,1.012E-08,2.544E-08,5.676E-08,1.236E-07,0.000000217,0.000000444,1.0608E-06,0.000001881,0.000002576,0.000007044,0.0000104,0.000018,0.00002709,0.0000392,0.000093,0.000107093,0.000195384,0.00030913,0.0004356,0.000496976,0.000661072,0.000768932,0.001072817,0.001308849,0.001551446,0.001429412,0.001599454,0.00260832,0.002525536,0.002591901,0.002349493,0.002048559,0.002571002,0.001959387,0.001392813,0.001653336,0.001260718,0.000924684,0.000732167,0.000751015,36,0,1.012E-08
37,3.078E-09,6.4E-09,2.184E-08,4.02E-08,9.482E-08,0.000000216,4.004E-07,8.604E-07,0.00000137,0.000002805,0.0000046,0.00000807,0.00001656,0.0000228,0.00004026,0.0000573,0.000087,0.000115537,0.000202454,0.000307649,0.000381671,0.000456251,0.000641189,0.000868258,0.000698094,0.001227005,0.001280507,0.001158882,0.001245462,0.001300485,0.00131936,0.001589481,0.001383847,0.001287647,0.001164097,0.001227005,0.001047142,0.000578838,0.000641189,0.000547501,37,0,3.078E-09
38,1.22E-09,3.201E-09,6.057E-09,1.661E-08,3.96E-08,8.412E-08,0.000000144,3.468E-07,6.756E-07,0.000000848,0.00000156,0.000003839,0.000005445,0.00001122,0.00002004,0.00002915,0.0000492,0.00007392,0.00008082,0.000114542,0.000140199,0.000281354,0.000243816,0.000461888,0.000566767,0.000563085,0.000652241,0.000660645,0.000722386,0.000938002,0.000792176,0.000794462,0.000688107,0.000651441,0.00082391,0.000803256,0.000639344,0.000588404,0.000401912,0.000288067,38,0,1.22E-09
39,5.04E-10,1.02E-09,1.92E-09,6.576E-09,1.342E-08,2.63E-08,6.061E-08,1.232E-07,2.664E-07,4.708E-07,7.191E-07,0.00000145,0.000003072,0.000005268,0.000008041,0.00001062,0.00002232,0.00003408,0.0000422,0.00007296,0.00007668,0.000092756,0.000122674,0.000157633,0.000295199,0.000238718,0.000351672,0.000402685,0.000447998,0.000484251,0.000559425,0.000415146,0.000617358,0.000545101,0.000417387,0.000421689,0.000409792,0.000351744,0.000213338,0.000172862,39,0,5.04E-10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0.000240006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.000401912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.000466319
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.000813519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.001201837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.001553253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.001756134
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.001681384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.002178464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.002682563
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,0.003146994
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,0.003523298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,0.00347957
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,0.00303127
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,0.002520176
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,0.002661475
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,0.002253948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,0.001377648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,1,0.001200439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1,0.000996525
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,0.000657905
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,0.000551725
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,0.000371033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,1,0.000180084
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,9.96864E-05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,1,0.0000747
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,0.00004741
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,0.0000239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,0.00001536
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,0.000007216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,0.000002592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1,0.000001694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,7.777E-07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,1,2.488E-07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1,0.000000132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,5.929E-08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,2.544E-08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,1,6.4E-09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1,3.201E-09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,1,1.02E-09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0.000351744
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.00039227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.000868258
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.001232912
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,0.001544326
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0.002030699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,0.001868791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,0.003128907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,0.002999737
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,0.004134142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,0.003262466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,0.005109895
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,0.003850874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,0.004551001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,0.003849666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,0.003447016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2,0.00356415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,2,0.002216462
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,0.00235805
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2,0.001810584
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,0.001114845
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,0.00071342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2,0.000433902
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,0.000392831
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,0.00027153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,0.000165558
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2,0.00007281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2,0.00005027
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,0.00002976
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,0.000013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,0.000007183
